2003/5/9,11,29,32,20,33,23,35,ผฆอรส๓ส๓ึํผฆ+ผฆ
2003/5/13,35,34,9,29,17,20,18,ผฆนทึํอรอรส๓+ปข
2003/7/29,2,34,11,6,20,5,32,ยํนทผฆปขส๓อร+ส๓
2003/7/31,24,47,18,17,15,5,7,บ๏ผฆปขอรษ฿อร+ลฃ
2003/8/2,16,33,36,31,38,29,4,ม๚ึํบ๏ลฃยํอร+ม๚
2003/8/5,2,45,41,42,22,39,26,ยํึํอรปขนทษ฿+ยํ
2003/8/7,2,31,17,12,40,37,1,ยํลฃอรบ๏ม๚ั๒+ั๒
2003/8/9,28,42,17,26,16,40,44,ม๚ปขอรยํม๚ม๚+ส๓
2003/8/12,33,18,9,38,26,6,29,ึํปขึํยํยํปข+อร
2003/8/14,11,18,27,2,20,17,10,ผฆปขษ฿ยํส๓อร+นท
2003/8/16,6,39,3,8,2,25,38,ปขษ฿ษ฿ส๓ยํั๒+ยํ
2003/8/19,30,47,13,36,20,16,24,ปขผฆั๒บ๏ส๓ม๚+บ๏
2003/8/21,18,36,9,10,21,45,6,ปขบ๏ึํนทึํึํ+ปข
2003/8/23,33,14,31,8,36,42,34,ึํยํลฃส๓บ๏ปข+นท
2003/8/26,25,7,37,39,10,21,9,ั๒ลฃั๒ษ฿นทึํ+ึํ
2003/8/28,36,28,27,41,5,6,47,บ๏ม๚ษ฿อรอรปข+ผฆ
2003/8/30,22,25,17,15,28,16,12,นทั๒อรษ฿ม๚ม๚+บ๏
2003/9/4,4,26,17,38,1,44,11,ม๚ยํอรยํั๒ส๓+ผฆ
2003/9/9,28,21,7,41,31,12,3,ม๚ึํลฃอรลฃบ๏+ษ฿
2003/9/12,41,5,1,28,21,35,38,อรอรั๒ม๚ึํผฆ+ยํ
2003/9/16,4,48,13,43,2,49,24,ม๚บ๏ั๒ลฃยํั๒+บ๏
2003/9/18,18,28,5,14,4,31,24,ปขม๚อรยํม๚ลฃ+บ๏
2003/9/20,2,43,31,9,13,3,10,ยํลฃลฃึํั๒ษ฿+นท
2003/9/23,13,49,2,22,39,20,41,ั๒ั๒ยํนทษ฿ส๓+อร
2003/9/25,41,42,2,9,40,7,28,อรปขยํึํม๚ลฃ+ม๚
2003/9/30,27,38,28,10,18,24,21,ษ฿ยํม๚นทปขบ๏+ึํ
2003/10/2,7,39,10,15,4,19,22,ลฃษ฿นทษ฿ม๚ลฃ+นท
2003/10/4,41,31,8,47,33,23,38,อรลฃส๓ผฆึํผฆ+ยํ
2003/10/7,28,33,47,38,17,42,34,ม๚ึํผฆยํอรปข+นท
2003/10/9,23,40,31,19,44,47,3,ผฆม๚ลฃลฃส๓ผฆ+ษ฿
2003/10/14,37,9,16,30,31,32,24,ั๒ึํม๚ปขลฃส๓+บ๏
2003/10/16,6,27,36,43,49,38,40,ปขษ฿บ๏ลฃั๒ยํ+ม๚
2003/10/18,14,39,42,20,26,40,12,ยํษ฿ปขส๓ยํม๚+บ๏
2003/10/21,44,41,24,35,25,47,38,ส๓อรบ๏ผฆั๒ผฆ+ยํ
2003/10/23,30,15,43,21,10,7,8,ปขษ฿ลฃึํนทลฃ+ส๓
2003/10/28,47,21,42,25,49,7,1,ผฆึํปขั๒ั๒ลฃ+ั๒
2003/10/30,39,17,10,45,19,11,15,ษ฿อรนทึํลฃผฆ+ษ฿
2003/11/1,8,12,4,23,15,33,36,ส๓บ๏ม๚ผฆษ฿ึํ+บ๏
2003/11/3,9,41,18,22,6,31,24,ึํอรปขนทปขลฃ+บ๏
2003/11/6,5,49,28,14,27,6,42,อรั๒ม๚ยํษ฿ปข+ปข
2003/11/11,37,1,4,28,19,49,29,ั๒ั๒ม๚ม๚ลฃั๒+อร
2003/11/14,44,48,37,29,28,25,43,ส๓บ๏ั๒อรม๚ั๒+ลฃ
2003/9/4,4,26,17,38,1,44,11,ม๚ยํอรยํั๒ส๓+ผฆ
2003/9/9,28,21,7,41,31,12,3,ม๚ึํลฃอรลฃบ๏+ษ฿
2003/9/12,41,5,1,28,21,35,38,อรอรั๒ม๚ึํผฆ+ยํ
2003/9/16,4,48,13,43,2,49,24,ม๚บ๏ั๒ลฃยํั๒+บ๏
2003/9/18,18,28,5,14,4,31,24,ปขม๚อรยํม๚ลฃ+บ๏
2003/9/20,2,43,31,9,13,3,10,ยํลฃลฃึํั๒ษ฿+นท
2003/9/23,13,49,2,22,39,20,41,ั๒ั๒ยํนทษ฿ส๓+อร
2003/9/25,41,42,2,9,40,7,28,อรปขยํึํม๚ลฃ+ม๚
2003/9/30,27,38,28,10,18,24,21,ษ฿ยํม๚นทปขบ๏+ึํ
2003/10/2,7,39,10,15,4,19,22,ลฃษ฿นทษ฿ม๚ลฃ+นท
2003/10/4,41,31,8,47,33,13,38,อรลฃส๓ผฆึํั๒+ยํ
2003/10/7,28,33,47,38,17,42,34,ม๚ึํผฆยํอรปข+นท
2003/10/9,23,40,31,19,44,47,3,ผฆม๚ลฃลฃส๓ผฆ+ษ฿
2003/10/14,37,9,16,30,31,32,24,ั๒ึํม๚ปขลฃส๓+บ๏
2003/10/16,6,27,36,43,49,38,40,ปขษ฿บ๏ลฃั๒ยํ+ม๚
2003/10/18,14,39,42,20,26,40,12,ยํษ฿ปขส๓ยํม๚+บ๏
2003/10/21,44,41,24,35,25,47,38,ส๓อรบ๏ผฆั๒ผฆ+ยํ
2003/10/23,30,15,43,21,10,7,8,ปขษ฿ลฃึํนทลฃ+ส๓
2003/10/28,47,21,42,25,49,7,1,ผฆึํปขั๒ั๒ลฃ+ั๒
2003/10/30,39,17,10,45,19,11,15,ษ฿อรนทึํลฃผฆ+ษ฿
2003/11/1,8,12,23,4,15,33,36,ส๓บ๏ผฆม๚ษ฿ึํ+บ๏
2003/11/3,9,41,18,22,6,31,24,ึํอรปขนทปขลฃ+บ๏
2003/11/6,5,49,28,14,27,6,42,อรั๒ม๚ยํษ฿ปข+ปข
2003/11/11,37,1,4,28,19,49,29,ั๒ั๒ม๚ม๚ลฃั๒+อร
2003/11/14,44,48,37,29,28,25,43,ส๓บ๏ั๒อรม๚ั๒+ลฃ
2003/11/18,11,22,34,48,14,24,43,ผฆนทนทบ๏ยํบ๏+ลฃ
2003/11/20,31,34,18,25,37,35,5,ลฃนทปขั๒ั๒ผฆ+อร
2003/11/25,11,48,39,30,41,13,45,ผฆบ๏ษ฿ปขอรั๒+ึํ
2003/11/27,15,45,7,10,49,38,22,ษ฿ึํลฃนทั๒ยํ+นท
2003/11/29,4,2,46,14,3,44,5,ม๚ยํนทยํษ฿ส๓+อร
2003/12/2,41,18,48,12,8,23,19,อรปขบ๏บ๏ส๓ผฆ+ลฃ
2003/12/4,2,39,25,8,19,3,49,ยํษ฿ั๒ส๓ลฃษ฿+ั๒
2003/12/9,48,35,15,20,31,10,14,บ๏ผฆษ฿ส๓ลฃนท+ยํ
2003/12/11,14,35,1,22,31,19,34,ยํผฆั๒นทลฃลฃ+นท
2003/12/13,22,13,33,42,29,6,11,นทั๒ึํปขอรปข+ผฆ
2003/12/16,36,48,13,37,33,11,46,บ๏บ๏ั๒ั๒ึํผฆ+นท
2003/12/18,42,33,44,24,31,23,27,ปขึํส๓บ๏ลฃผฆ+ษ฿
2003/12/23,48,5,17,34,42,19,44,บ๏อรอรนทปขลฃ+ส๓
2003/12/30,1,39,47,38,36,22,27,ั๒ษ฿ผฆยํบ๏นท+ษ฿
2004/12/14,31,48,22,25,19,3,12,ปขผฆึํบ๏ปขยํ+ผฆ
2004/12/17,11,14,46,47,26,6,40,นทั๒ึํนทั๒อร+ษ฿
2004/12/19,32,25,24,34,39,1,10,ลฃบ๏ผฆึํยํบ๏+ึํ
2004/12/21,20,45,36,2,49,48,21,ลฃส๓ผฆั๒บ๏ผฆ+ส๓
2004/12/23,45,1,10,43,12,16,13,ส๓บ๏ึํปขผฆษ฿+บ๏
2004/12/25,2,41,37,28,30,15,31,ั๒ม๚บ๏ษ฿อรยํ+ปข
2004/12/28,48,9,5,43,35,38,6,ผฆส๓ม๚ปขนทั๒+อร
2004/12/30,17,20,34,38,28,47,14,ม๚ลฃึํั๒ษ฿นท+ั๒
2004/1/3,49,31,39,33,36,3,1,ั๒ลฃษ฿ึํบ๏ษ฿+ั๒
2004/3/18,3,4,36,25,47,2,8,ยํษ฿ผฆบ๏นทั๒+ลฃ
2004/3/20,6,44,21,49,28,36,32,อรลฃส๓บ๏ษ฿ผฆ+ลฃ
2004/1/13,30,49,34,39,43,48,6,ปขั๒นทษ฿ลฃบ๏+ปข
2004/1/15,13,9,31,40,8,48,43,ั๒ึํลฃม๚ส๓บ๏+ลฃ
2004/1/17,5,49,3,19,26,32,1,อรั๒ษ฿ลฃยํส๓+ั๒
2004/1/20,5,32,28,31,9,6,19,อรส๓ม๚ลฃึํปข+ลฃ
2004/1/27,40,41,13,18,10,29,4,ษ฿ม๚บ๏อรึํม๚+ษ฿
2004/1/29,22,21,31,24,27,42,11,ึํส๓ปขผฆยํอร+นท
2004/1/31,46,30,41,1,32,29,8,ึํอรม๚บ๏ลฃม๚+ลฃ
2004/4/13,49,24,1,30,47,23,42,บ๏ผฆบ๏อรนทนท+อร
2004/2/5,48,12,43,35,22,29,38,ผฆผฆปขนทึํม๚+ั๒
2004/2/10,37,39,44,22,32,20,11,บ๏ยํลฃึํลฃลฃ+นท
2004/2/12,32,21,31,9,22,17,4,ลฃส๓ปขส๓ึํม๚+ษ฿
2004/2/14,49,15,28,13,4,45,7,บ๏ยํษ฿บ๏ษ฿ส๓+ปข
2004/2/17,7,38,15,41,28,20,37,ปขั๒ยํม๚ษ฿ลฃ+บ๏
2004/2/19,6,3,26,14,40,9,19,อรยํั๒ั๒ษ฿ส๓+ปข
2004/2/21,7,41,25,24,22,40,1,ปขม๚บ๏ผฆึํษ฿+บ๏
2004/2/24,16,8,4,2,18,3,6,ษ฿ลฃษ฿ั๒อรยํ+อร
2004/2/26,1,14,39,48,45,9,3,บ๏ั๒ยํผฆส๓ส๓+ยํ
2004/3/2,46,8,49,33,20,36,18,ึํลฃบ๏ส๓ลฃผฆ+อร
2004/5/15,15,8,7,27,49,34,22,ยํลฃปขยํบ๏ึํ+ึํ
2004/5/18,10,23,49,43,30,21,3,ึํนทบ๏ปขอรส๓+ยํ
2004/5/20,31,40,45,47,4,18,29,ปขษ฿ส๓นทษ฿อร+ม๚
2004/5/25,40,23,37,45,14,27,39,ษ฿นทบ๏ส๓ั๒ยํ+ยํ
2004/5/27,24,2,19,16,49,48,12,ผฆั๒ปขษ฿บ๏ผฆ+ผฆ
2004/5/29,46,3,40,10,27,20,9,ึํยํษ฿ึํยํลฃ+ส๓
2004/6/1,43,9,39,32,38,27,31,ปขส๓ยํลฃั๒ยํ+ปข
2004/6/3,41,13,47,40,37,33,48,ม๚บ๏นทษ฿บ๏ส๓+ผฆ
2004/6/5,29,8,6,12,40,32,45,ม๚ลฃอรผฆษ฿ลฃ+ส๓
2004/6/8,29,37,49,7,18,28,12,ม๚บ๏บ๏ปขอรษ฿+ผฆ
2004/6/11,48,42,11,16,43,26,32,ผฆอรนทษ฿ปขั๒+ลฃ
2004/6/15,7,3,20,13,48,36,47,ปขยํลฃบ๏ผฆผฆ+นท
2004/6/17,5,28,18,32,21,9,7,ม๚ษ฿อรลฃส๓ส๓+ปข
2004/6/19,28,38,34,41,46,48,36,ษ฿ั๒ึํม๚ึํผฆ+ผฆ
2004/6/24,13,40,3,5,11,6,45,บ๏ษ฿ยํม๚นทอร+ส๓
2004/6/26,33,44,29,7,21,23,9,ส๓ลฃม๚ปขส๓นท+ส๓
2004/6/29,3,9,14,25,7,44,45,ยํส๓ั๒บ๏ปขลฃ+ส๓
2004/7/1,33,37,11,25,32,42,31,ส๓บ๏นทบ๏ลฃอร+ปข
2004/7/3,18,35,16,48,49,2,43,อรนทษ฿ผฆบ๏ั๒+ปข
2004/7/6,42,9,37,22,48,40,26,อรส๓บ๏ึํผฆษ฿+ั๒
2004/4/29,26,34,19,31,30,4,37,ั๒ึํปขปขอรษ฿+บ๏
2004/5/4,47,29,21,37,16,46,35,นทม๚ส๓บ๏ษ฿ึํ+นท
2004/5/6,36,28,33,8,38,47,2,ผฆษ฿ส๓ลฃั๒นท+ั๒
2004/5/11,24,13,37,11,22,7,36,ผฆบ๏บ๏นทึํปข+ผฆ
2004/5/13,9,21,48,37,40,13,12,ส๓ส๓ผฆบ๏ษ฿บ๏+ผฆ
2004/5/15,15,8,7,27,49,34,22,ยํลฃปขยํบ๏ึํ+ึํ
2004/5/18,10,23,49,43,30,21,3,ึํนทบ๏ปขอรส๓+ยํ
2004/5/20,31,40,45,47,4,18,29,ปขษ฿ส๓นทษ฿อร+ม๚
2004/5/25,40,23,37,45,14,27,39,ษ฿นทบ๏ส๓ั๒ยํ+ยํ
2004/5/27,24,2,19,16,49,48,12,ผฆั๒ปขษ฿บ๏ผฆ+ผฆ
2004/5/29,46,3,40,10,27,20,9,ึํยํษ฿ึํยํลฃ+ส๓
2004/6/1,43,9,39,32,38,27,31,ปขส๓ยํลฃั๒ยํ+ปข
2004/6/3,41,13,47,40,37,33,48,ม๚บ๏นทษ฿บ๏ส๓+ผฆ
2004/6/5,29,8,6,12,40,32,45,ม๚ลฃอรผฆษ฿ลฃ+ส๓
2004/6/8,29,37,49,7,18,28,12,ม๚บ๏บ๏ปขอรษ฿+ผฆ
2004/6/10,48,42,11,16,43,26,32,ผฆอรนทษ฿ปขั๒+ลฃ
2004/6/15,7,3,20,13,48,36,47,ปขยํลฃบ๏ผฆผฆ+นท
2004/6/17,5,28,18,32,21,9,7,ม๚ษ฿อรลฃส๓ส๓+ปข
2004/6/19,28,38,34,41,46,48,36,ษ฿ั๒ึํม๚ึํผฆ+ผฆ
2004/6/24,13,40,3,5,11,6,45,บ๏ษ฿ยํม๚นทอร+ส๓
2004/6/26,33,44,29,7,21,23,9,ส๓ลฃม๚ปขส๓นท+ส๓
2004/6/29,3,9,14,25,7,44,45,ยํส๓ั๒บ๏ปขลฃ+ส๓
2004/7/1,33,37,11,25,32,42,31,ส๓บ๏นทบ๏ลฃอร+ปข
2004/7/3,18,35,16,48,49,2,43,อรนทษ฿ผฆบ๏ั๒+ปข
2004/7/6,42,9,37,22,48,40,26,อรส๓บ๏ึํผฆษ฿+ั๒
2004/7/8,28,36,13,6,8,3,38,ษ฿ผฆบ๏อรลฃยํ+ั๒
2004/7/10,36,6,7,1,42,12,34,ผฆอรปขบ๏อรผฆ+ึํ
2004/7/13,13,21,18,35,1,3,15,บ๏ส๓อรนทบ๏ยํ+ยํ
2004/7/15,6,37,38,30,43,31,24,อรบ๏ั๒อรปขปข+ผฆ
2004/7/17,7,48,32,9,49,18,10,ปขผฆลฃส๓บ๏อร+ึํ
2004/7/20,32,6,21,8,12,43,25,ลฃอรส๓ลฃผฆปข+บ๏
2004/7/22,24,7,8,1,42,6,22,ผฆปขลฃบ๏อรอร+ึํ
2004/7/24,36,10,22,37,18,34,15,ผฆึํึํบ๏อรึํ+ยํ
2004/7/27,35,43,1,2,34,20,37,นทปขบ๏ั๒ึํลฃ+บ๏
2004/7/29,26,16,35,36,1,31,38,ั๒ษ฿นทผฆบ๏ปข+ั๒
2004/7/31,14,40,43,13,48,32,12,ั๒ษ฿ปขบ๏ผฆลฃ+ผฆ
2004/8/3,49,14,37,29,27,7,9,บ๏ั๒บ๏ม๚ยํปข+ส๓
2004/8/5,39,8,27,45,13,40,49,ยํลฃยํส๓บ๏ษ฿+บ๏
2004/8/7,16,39,27,8,48,40,14,ษ฿ยํยํลฃผฆษ฿+ั๒
2004/8/10,17,27,47,45,44,16,49,ม๚ยํนทส๓ลฃษ฿+บ๏
2004/8/12,21,48,34,19,49,22,42,ส๓ผฆึํปขบ๏ึํ+อร
2004/8/14,30,1,22,16,34,5,39,อรบ๏ึํษ฿ึํม๚+ยํ
2004/8/17,30,27,39,40,42,29,47,อรยํยํษ฿อรม๚+นท
2004/8/19,19,24,36,44,12,27,29,ปขผฆผฆลฃผฆยํ+ม๚
2004/8/21,36,28,37,26,14,23,40,ผฆษ฿บ๏ั๒ั๒นท+ษ฿
2004/8/24,14,10,36,17,45,30,47,ั๒ึํผฆม๚ส๓อร+นท
2004/8/26,36,9,19,2,37,30,41,ผฆส๓ปขั๒บ๏อร+ม๚
2004/8/28,42,48,1,33,44,30,49,อรผฆบ๏ส๓ลฃอร+บ๏
2004/8/31,27,16,23,18,17,5,10,ยํษ฿นทอรม๚ม๚+ึํ
2004/9/2,11,1,45,5,32,22,28,นทบ๏ส๓ม๚ลฃึํ+ษ฿
2004/9/4,28,37,21,18,15,17,40,ษ฿บ๏ส๓อรยํม๚+ษ฿
2004/9/7,3,16,4,45,32,19,14,ยํษ฿ษ฿ส๓ลฃปข+ั๒
2004/9/10,23,38,47,27,20,40,33,นทั๒นทยํลฃษ฿+ส๓
2004/9/14,7,21,30,36,10,3,14,ปขส๓อรผฆึํยํ+ั๒
2004/9/16,11,18,42,12,20,27,16,นทอรอรผฆลฃยํ+ษ฿
2004/9/18,30,38,41,24,7,20,19,อรั๒ม๚ผฆปขลฃ+ปข
2004/9/21,42,1,33,30,35,3,12,อรบ๏ส๓อรนทยํ+ผฆ
2004/9/24,17,42,30,11,46,14,29,ม๚อรอรนทึํั๒+ม๚
2004/9/26,17,15,40,41,7,28,10,ม๚ยํษ฿ม๚ปขษ฿+ึํ
2004/9/28,49,39,36,28,22,31,32,บ๏ยํผฆษ฿ึํปข+ลฃ
2004/9/30,20,14,23,12,28,13,22,ลฃั๒นทผฆษ฿บ๏+ึํ
2004/10/2,13,15,43,3,39,44,31,บ๏ยํปขยํยํลฃ+ปข
2004/10/5,12,22,14,46,48,4,23,ผฆึํั๒ึํผฆษ฿+นท
2004/10/7,43,18,19,45,48,33,11,ปขอรปขส๓ผฆส๓+นท
2004/10/10,39,16,32,26,4,24,6,ยํษ฿ลฃั๒ษ฿ผฆ+อร
2004/10/12,20,37,6,35,4,39,41,ลฃบ๏อรนทษ฿ยํ+ม๚
2004/10/14,27,29,17,34,7,30,36,ยํม๚ม๚ึํปขอร+ผฆ
2004/10/16,43,44,7,12,33,20,38,ปขลฃปขผฆส๓ลฃ+ั๒
2004/10/19,21,41,5,17,31,27,6,ส๓ม๚ม๚ม๚ปขยํ+อร
2004/10/21,30,27,48,31,12,34,17,อรยํผฆปขผฆึํ+ม๚
2004/10/24,26,25,33,15,11,24,42,ั๒บ๏ส๓ยํนทผฆ+อร
2004/10/26,30,44,45,43,6,24,11,อรลฃส๓ปขอรผฆ+นท
2004/10/28,26,1,49,27,12,36,21,ั๒บ๏บ๏ยํผฆผฆ+ส๓
2004/10/31,37,21,23,30,33,14,10,บ๏ส๓นทอรส๓ั๒+ึํ
2004/11/4,25,7,19,45,42,18,41,บ๏ปขปขส๓อรอร+ม๚
2004/11/7,13,42,38,17,2,33,5,บ๏อรั๒ม๚ั๒ส๓+ม๚
2004/11/9,21,31,30,12,2,5,6,ส๓ปขอรผฆั๒ม๚+อร
2004/11/11,33,7,13,12,16,9,37,ส๓ปขบ๏ผฆษ฿ส๓+บ๏
2004/11/13,9,49,7,39,38,22,48,ส๓บ๏ปขยํั๒ึํ+ผฆ
2004/11/16,41,23,15,7,30,34,10,ม๚นทยํปขอรึํ+ึํ
2004/11/18,26,28,3,11,13,12,31,ั๒ษ฿ยํนทบ๏ผฆ+ปข
2004/11/20,43,6,30,40,26,34,3,ปขอรอรษ฿ั๒ึํ+ยํ
2004/11/23,10,25,16,21,38,15,24,ึํบ๏ษ฿ส๓ั๒ยํ+ผฆ
2004/11/25,19,49,21,17,40,35,42,ปขบ๏ส๓ม๚ษ฿นท+อร
2004/11/27,28,34,44,9,21,30,10,ษ฿ึํลฃส๓ส๓อร+ึํ
2004/11/30,42,8,21,31,38,29,23,อรลฃส๓ปขั๒ม๚+นท
2004/12/2,3,10,36,9,27,31,26,ยํึํผฆส๓ยํปข+ั๒
2004/12/5,24,10,46,6,31,13,25,ผฆึํึํอรปขบ๏+บ๏
2004/12/7,25,48,16,44,42,26,20,บ๏ผฆษ฿ลฃอรั๒+ลฃ
2004/12/9,28,46,4,36,49,43,40,ษ฿ึํษ฿ผฆบ๏ปข+ษ฿
2004/12/11,37,36,31,3,9,45,19,บ๏ผฆปขยํส๓ส๓+ปข
2005/1/2,11,39,36,43,18,32,34,นทยํผฆปขอรลฃ+ึํ
2005/1/4,8,6,20,4,5,38,35,ลฃอรลฃษ฿ม๚ั๒+นท
2005/1/6,3,42,10,6,40,14,15,ยํอรึํอรษ฿ั๒+ยํ
2005/1/9,49,42,30,38,10,45,27,บ๏อรอรั๒ึํส๓+ยํ
2005/1/11,35,5,11,25,40,6,44,นทม๚นทบ๏ษ฿อร+ลฃ
2005/1/13,46,42,27,30,16,24,17,ึํอรยํอรษ฿ผฆ+ม๚
2005/1/15,49,14,10,25,16,9,23,บ๏ั๒ึํบ๏ษ฿ส๓+นท
2005/1/18,13,5,26,21,18,20,11,บ๏ม๚ั๒ส๓อรลฃ+นท
2005/1/20,9,28,21,46,33,13,6,ส๓ษ฿ส๓ึํส๓บ๏+อร
2005/1/22,13,7,35,5,46,19,24,บ๏ปขนทม๚ึํปข+ผฆ
2005/1/25,20,34,37,48,31,15,4,ลฃึํบ๏ผฆปขยํ+ษ฿
2005/1/27,35,6,26,3,15,7,40,นทอรั๒ยํยํปข+ษ฿
2005/1/29,9,28,18,33,19,2,35,ส๓ษ฿อรส๓ปขั๒+นท
2005/2/1,44,18,23,9,33,49,29,ลฃอรนทส๓ส๓บ๏+ม๚
2005/2/4,20,33,19,48,37,2,10,ลฃส๓ปขผฆบ๏ั๒+ึํ
2005/2/7,9,36,21,43,38,49,23,ส๓ผฆส๓ปขั๒บ๏+นท
2005/2/10,41,8,21,20,2,40,24,ษ฿ปขลฃปขบ๏ยํ+นท
2005/2/12,25,13,19,32,11,16,26,ผฆผฆอรปขึํยํ+บ๏
2005/2/15,27,28,8,5,33,46,2,ั๒ยํปขษ฿ลฃส๓+บ๏
2005/2/17,8,13,16,47,45,42,33,ปขผฆยํึํลฃม๚+ลฃ
2005/2/19,49,28,42,45,2,18,17,ผฆยํม๚ลฃบ๏ม๚+ษ฿
2005/2/22,41,2,16,20,32,35,24,ษ฿บ๏ยํปขปขึํ+นท
2005/2/24,25,6,41,22,39,49,13,ผฆม๚ษ฿ส๓ั๒ผฆ+ผฆ
